lot_area_sq_m,distance_to_transit_km,renovation_cost_pesos,house_price_pesos
104,2.6,424873.0,2979847.6
102,3.7,488292.6,2950951.12
300,0.3,317797.3,7866356.76
104,4.3,219733.8,2648680.56
147,3.4,81809.5,3603171.4
251,3.3,412835.2,6605402.24
273,3.5,177692.4,6863230.88
368,1.1,249372.7,9444247.24
164,4.7,102563.8,3988076.56
348,2.3,323728.1,8973473.72
302,2.1,485850.0,8028020.0
315,1.8,145937.2,7960124.64
325,2.9,340080.8,8388096.96
256,4.6,386339.8,6633607.76
177,1.0,177652.9,4588183.48
92,0.3,146156.4,2460387.68
359,4.2,276352.8,9096623.36
138,4.7,229746.3,3490695.56
379,0.8,110910.8,9568092.96
131,4.9,301020.0,3391224.0
291,2.6,388217.7,7610861.24
156,4.2,342198.0,4100637.6
335,1.5,254923.1,8605907.72
295,2.1,143737.9,7442485.48
272,1.7,105233.8,6841280.56
162,3.8,271066.0,4185279.2
101,2.7,474205.7,2959046.84
277,0.3,438474.3,7436169.16
153,4.1,406378.6,4107654.32
180,2.5,378955.5,4829746.6
205,4.7,134662.7,5051595.24
380,0.5,147994.4,9652593.28
135,0.3,281573.4,3697888.08
376,2.2,61108.1,9363329.72
305,3.9,474358.5,7999230.2
235,4.1,246587.7,5965905.24
250,1.6,381514.3,6627817.16
97,4.7,152746.0,2373295.2
265,1.4,295648.1,6909777.72
291,0.5,327621.3,7643145.56
295,4.3,140259.4,7328311.28
243,4.7,466694.3,6400033.16
346,3.3,475526.1,9055631.32
358,0.9,262234.8,9219681.76
89,3.3,218815.9,2322579.08
326,3.9,321054.6,8340265.52
276,4.2,449316.2,7229179.44
327,3.9,356649.0,8407978.8
265,2.1,194398.5,6753278.2
102,0.9,477095.9,3077515.08
142,4.9,96745.4,3421094.48
249,3.0,163191.1,6270829.32
120,2.8,165772.2,3058926.64
184,4.2,267185.2,4710622.24
135,4.3,292944.4,3511533.28
263,3.9,438920.0,6906704.0
301,0.4,85239.0,7607286.8
250,2.3,272933.8,6462520.56
187,3.3,230212.1,4786254.52
304,4.4,102399.7,7502879.64
322,2.3,486939.9,8519327.88
146,4.7,497299.1,4011758.92
183,2.4,211987.4,4709384.88
317,4.7,113333.5,7826000.2
362,0.3,484679.2,9616615.04
175,1.4,163905.6,4501686.72
104,3.2,392227.5,2910673.0
333,2.3,153745.8,8394494.96
179,0.8,425266.5,4945319.8
140,0.3,142083.7,3655500.44
176,4.5,57827.1,4244392.52
205,0.8,473062.3,5652674.76
119,0.3,402837.3,3443404.76
169,3.9,481378.2,4607653.84
278,0.8,207855.7,7159426.84
256,3.4,291269.0,6579522.8
149,1.9,154253.3,3815103.96
286,0.7,322670.9,7502205.08
320,4.4,483100.6,8359720.72
394,2.8,111998.3,9844397.96
251,3.1,180119.3,6336143.16
252,0.3,313291.0,6660949.2
257,2.6,393928.7,6767714.44
230,0.7,460378.7,6267454.44
224,4.3,62732.8,5460279.36
269,3.0,178477.9,6789173.48
362,3.4,397140.4,9356568.48
351,3.3,244021.2,8902825.44
250,1.4,188269.3,6405923.16
391,2.7,314833.1,10017799.72
358,4.4,330213.6,9126256.32
341,2.1,276301.7,8751562.04
274,1.7,497616.0,7362139.2
234,3.7,244111.1,5957933.32
280,2.3,428822.5,7399587.0
247,2.8,97051.6,6151461.92
210,4.7,82831.6,5114397.92
312,2.2,202151.9,7932582.28
390,2.1,367971.5,10086565.8
103,4.8,479895.3,2910874.36
182,1.6,453044.8,5013653.76
120,2.1,442747.4,3426296.88
390,4.0,116099.1,9689318.92
335,4.8,151137.0,8316364.4
227,0.4,257199.8,5963639.76
219,5.0,487701.6,5810241.92
119,1.9,65444.0,2958532.8
241,1.5,223632.7,6218359.24
118,2.0,88010.1,2955612.12
236,2.9,462677.2,6310212.64
152,1.0,381064.4,4207277.28
153,3.9,367502.7,4071003.24
261,4.5,163078.2,6495693.84
101,2.7,327106.6,2782527.92
155,1.3,225609.7,4080731.64
160,3.0,197183.4,4086620.08
113,0.8,62470.2,2859964.24
391,2.3,121642.8,9805971.36
397,3.5,280364.5,10086437.4
296,1.6,176329.8,7531595.76
396,0.4,93830.5,9992596.6
362,2.4,216049.9,9189259.88
117,4.3,276812.4,3042174.88
381,4.4,401451.2,9786741.44
285,2.5,352990.2,7423588.24
169,0.6,102308.6,4317770.32
158,2.6,92802.9,3931363.48
388,2.9,396725.9,10031071.08
313,5.0,237367.8,7859841.36
94,1.6,363691.3,2706429.56
341,2.1,341554.4,8829865.28
215,4.4,491373.8,5744648.56
155,2.5,464981.2,4307977.44
258,3.1,442662.4,6826194.88
336,1.0,181944.7,8568333.64
329,3.3,401518.4,8541822.08
294,1.0,361671.1,7734005.32
127,4.7,327815.3,3333378.36
134,1.7,131578.3,3422893.96
205,1.0,79146.3,5169975.56
115,2.7,176216.2,2951459.44
289,3.4,445962.2,7590154.64
380,4.7,259428.3,9576313.96
179,1.8,461621.2,4938945.44
117,4.9,77883.4,2773460.08
221,4.4,147595.3,5482114.36
116,0.2,178704.0,3104444.8
236,1.7,490901.0,6404081.2
394,1.6,483772.8,10350527.36
122,2.0,307555.0,3319066.0
321,1.6,82042.9,8043451.48
159,0.6,259039.4,4255847.28
343,3.0,279255.0,8760106.0
304,3.8,413678.8,7906414.56
88,4.9,375655.8,2405786.96
289,1.2,491562.7,7754875.24
101,2.4,299303.4,2764164.08
219,0.7,437581.4,5965097.68
176,3.1,165795.7,4443954.84
132,3.7,292074.8,3465489.76
225,0.7,332396.1,5988875.32
219,4.8,395542.9,5709651.48
312,1.8,131102.7,7867323.24
390,3.5,266336.0,9894603.2
159,4.9,168414.9,3932097.88
392,1.1,154865.6,9930838.72
155,4.8,430825.3,4151990.36
260,1.7,493388.9,7007066.68
373,0.8,423337.6,9793005.12
139,0.7,407498.4,3928998.08
390,0.5,467863.0,10286435.6
236,4.3,248674.3,5983409.16
290,3.1,461490.0,7648788.0
329,2.6,408787.9,8585545.48
396,2.1,111549.1,9928858.92
317,4.7,281892.9,8028271.48
263,2.6,311886.1,6819263.32
163,2.9,200933.1,4171119.72
305,1.7,345353.3,7954423.96
276,1.6,377226.2,7272671.44
167,3.5,231366.8,4277640.16
209,4.5,171735.0,5206082.0
